1000, 1338500, 1, 0, 0
2000, 1284797, 1, 0, 0
3018, 3244804, 1, 0, 0
4014, 3761403, 1, 0, 0
5002, 3617271, 1, 0, 0
6000, 2623240, 1, 0, 0
7014, 2281022, 1, 0, 0
8018, 3359399, 1, 0, 0
9006, 4699629, 1, 0, 0
10006, 4687043, 1, 0, 0
11022, 5462687, 1, 0, 0
12014, 3694112, 1, 0, 0
13000, 3676945, 1, 0, 0
14018, 3542470, 1, 0, 0
15002, 2937990, 1, 0, 0
16000, 4721567, 1, 0, 0
17010, 2973107, 1, 0, 0
18000, 2850421, 1, 0, 0
19000, 3184258, 1, 0, 0
20000, 3246647, 1, 0, 0
21002, 3217989, 1, 0, 0
22022, 3946301, 1, 0, 0
23000, 3137456, 1, 0, 0
24006, 5914393, 1, 0, 0
25000, 2729912, 1, 0, 0
26000, 3523259, 1, 0, 0
27006, 3270918, 1, 0, 0
28010, 3459043, 1, 0, 0
29000, 3747794, 1, 0, 0
30000, 4045799, 1, 0, 0
31022, 4389535, 1, 0, 0
32000, 3232546, 1, 0, 0
33014, 4057024, 1, 0, 0
34034, 3787539, 1, 0, 0
35006, 4655432, 1, 0, 0
36018, 4815448, 1, 0, 0
37000, 4730949, 1, 0, 0
38000, 3989685, 1, 0, 0
39014, 3245204, 1, 0, 0
40022, 4656950, 1, 0, 0
41026, 4801331, 1, 0, 0
42014, 3117211, 1, 0, 0
43000, 3497210, 1, 0, 0
44000, 3001635, 1, 0, 0
45000, 3305945, 1, 0, 0
46002, 4945536, 1, 0, 0
47014, 3664648, 1, 0, 0
48000, 3422191, 1, 0, 0
49014, 4260840, 1, 0, 0
50014, 3760029, 1, 0, 0
51000, 3111008, 1, 0, 0
52034, 2543543, 1, 0, 0
53022, 4420710, 1, 0, 0
54006, 4417941, 1, 0, 0
55000, 4372091, 1, 0, 0
56000, 4681124, 1, 0, 0
57000, 4354736, 1, 0, 0
58022, 3999404, 1, 0, 0
59000, 3771284, 1, 0, 0
60006, 3915693, 1, 0, 0
61014, 3683293, 1, 0, 0
62002, 3356435, 1, 0, 0
63000, 4822025, 1, 0, 0
64000, 4304502, 1, 0, 0
65042, 3857548, 1, 0, 0
66000, 4181254, 1, 0, 0
67000, 3284556, 1, 0, 0
68002, 3089210, 1, 0, 0
69000, 3557065, 1, 0, 0
70018, 3270298, 1, 0, 0
71022, 4963172, 1, 0, 0
72000, 3677532, 1, 0, 0
73000, 4122130, 1, 0, 0
74006, 4298182, 1, 0, 0
75022, 3721062, 1, 0, 0
76010, 4521817, 1, 0, 0
77014, 4507710, 1, 0, 0
78000, 4167991, 1, 0, 0
79000, 2816070, 1, 0, 0
80002, 3732966, 1, 0, 0
81022, 4483844, 1, 0, 0
82022, 3747115, 1, 0, 0
83000, 2501782, 1, 0, 0
84014, 2243460, 1, 0, 0
85022, 3117359, 1, 0, 0
86018, 3709302, 1, 0, 0
87006, 4011315, 1, 0, 0
88006, 3475624, 1, 0, 0
89018, 3871248, 1, 0, 0
90018, 3315274, 1, 0, 0
91006, 2755548, 1, 0, 0
92000, 4136222, 1, 0, 0
93000, 4148633, 1, 0, 0
94010, 3506745, 1, 0, 0
95010, 3658991, 1, 0, 0
96000, 3913077, 1, 0, 0
97010, 3488489, 1, 0, 0
98010, 5002521, 1, 0, 0
99002, 4426881, 1, 0, 0
100018, 4475528, 1, 0, 0
101000, 4885812, 1, 0, 0
102006, 4708502, 1, 0, 0
103014, 3971444, 1, 0, 0
104000, 4502597, 1, 0, 0
105014, 4242231, 1, 0, 0
106000, 4198862, 1, 0, 0
107034, 3957135, 1, 0, 0
108010, 4231127, 1, 0, 0
109002, 4081125, 1, 0, 0
110014, 5366939, 1, 0, 0
111026, 5176551, 1, 0, 0
112018, 3716342, 1, 0, 0
113006, 4047010, 1, 0, 0
114000, 3879110, 1, 0, 0
115030, 4437739, 1, 0, 0
116014, 4483719, 1, 0, 0
117000, 4083103, 1, 0, 0
118000, 4363164, 1, 0, 0
119000, 3518012, 1, 0, 0
120018, 3761197, 1, 0, 0
121000, 4021724, 1, 0, 0
122000, 3944793, 1, 0, 0
123000, 4686803, 1, 0, 0
124014, 2675737, 1, 0, 0
125000, 3483159, 1, 0, 0
126022, 3459231, 1, 0, 0
127034, 4168575, 1, 0, 0
128000, 3858877, 1, 0, 0
129002, 3600902, 1, 0, 0
130002, 3098667, 1, 0, 0
131000, 3535940, 1, 0, 0
132026, 3125121, 1, 0, 0
133015, 3672091, 1, 0, 0
