1000, 41480252227433, 1, 0, 0
2001, 41481191128845, 1, 0, 0
3007, 41482086374407, 1, 0, 0
4000, 41483206344171, 1, 0, 0
5000, 41484038585763, 1, 0, 0
6015, 41485194640411, 1, 0, 0
7000, 41486295639465, 1, 0, 0
8003, 41487150265030, 1, 0, 0
9000, 41488209226092, 1, 0, 0
10015, 41489166356199, 1, 0, 0
11043, 41490134088782, 1, 0, 0
12007, 41491240072119, 1, 0, 0
13000, 41492233522561, 1, 0, 0
14023, 41493062016057, 1, 0, 0
15011, 41494170260538, 1, 0, 0
16000, 41495239799510, 1, 0, 0
17047, 41496036052345, 1, 0, 0
18039, 41497206766838, 1, 0, 0
19000, 41498233605261, 1, 0, 0
20027, 41499290190947, 1, 0, 0
21015, 41500181811391, 1, 0, 0
22000, 41501245611642, 1, 0, 0
23000, 41502238417827, 1, 0, 0
24000, 41503292167214, 1, 0, 0
25019, 41504147518883, 1, 0, 0
26000, 41505195312904, 1, 0, 0
27000, 41506136988703, 1, 0, 0
28011, 41507175964637, 1, 0, 0
29015, 41508200372022, 1, 0, 0
30000, 41509220604609, 1, 0, 0
31031, 41510165022562, 1, 0, 0
32015, 41511166418429, 1, 0, 0
33000, 41512263648774, 1, 0, 0
34003, 41513141631548, 1, 0, 0
35003, 41514130824887, 1, 0, 0
36000, 41515194239620, 1, 0, 0
37000, 41516049995756, 1, 0, 0
38000, 41517148908924, 1, 0, 0
39000, 41518163199368, 1, 0, 0
40015, 41519138806187, 1, 0, 0
41000, 41520189568323, 1, 0, 0
42015, 41521205785937, 1, 0, 0
43000, 41522147035312, 1, 0, 0
44007, 41523124570397, 1, 0, 0
45000, 41524151053576, 1, 0, 0
46011, 41525181237749, 1, 0, 0
47003, 41526229203615, 1, 0, 0
48015, 41527207098449, 1, 0, 0
49015, 41528160704025, 1, 0, 0
50019, 41529153364235, 1, 0, 0
51007, 41530211821712, 1, 0, 0
52011, 41531128674043, 1, 0, 0
53000, 41532206787044, 1, 0, 0
54000, 41533186568003, 1, 0, 0
55019, 41534229538936, 1, 0, 0
56019, 41535285702479, 1, 0, 0
57002, 41536104927175, 1, 0, 0
58019, 41537210307202, 1, 0, 0
59011, 41538215788694, 1, 0, 0
60000, 41539175947625, 1, 0, 0
61019, 41540174193441, 1, 0, 0
62007, 41541216417060, 1, 0, 0
63023, 41542232109608, 1, 0, 0
64000, 41543276677256, 1, 0, 0
65019, 41544154721758, 1, 0, 0
66015, 41545176121659, 1, 0, 0
67000, 41546223587567, 1, 0, 0
68019, 41547142373905, 1, 0, 0
69003, 41548181055558, 1, 0, 0
70007, 41549162338021, 1, 0, 0
71000, 41550189305310, 1, 0, 0
72000, 41551213018409, 1, 0, 0
73003, 41552206813456, 1, 0, 0
74023, 41553181022563, 1, 0, 0
75019, 41554198997318, 1, 0, 0
76019, 41555137505951, 1, 0, 0
77000, 41556182199892, 1, 0, 0
78007, 41557075487479, 1, 0, 0
79007, 41558298307668, 1, 0, 0
80011, 41559176756732, 1, 0, 0
81015, 41560044620011, 1, 0, 0
82019, 41561246246185, 1, 0, 0
83023, 41562247110663, 1, 0, 0
84007, 41563257713997, 1, 0, 0
85000, 41564159855306, 1, 0, 0
86000, 41565276393951, 1, 0, 0
87023, 41566119764520, 1, 0, 0
88000, 41567276005432, 1, 0, 0
89000, 41568131599700, 1, 0, 0
90011, 41569095185528, 1, 0, 0
91015, 41570279973186, 1, 0, 0
92000, 41571172567574, 1, 0, 0
93011, 41572213727676, 1, 0, 0
94023, 41573155140010, 1, 0, 0
95008, 41574217022905, 1, 0, 0
96015, 41575172360976, 1, 0, 0
97000, 41576220973111, 1, 0, 0
98011, 41577072443048, 1, 0, 0
99015, 41578203590428, 1, 0, 0
100000, 41579120249696, 1, 0, 0
101015, 41580176822058, 1, 0, 0
102003, 41581155996460, 1, 0, 0
103019, 41582208072167, 1, 0, 0
104019, 41583199823895, 1, 0, 0
105003, 41584340569647, 1, 0, 0
106000, 41585249261726, 1, 0, 0
107003, 41586104798855, 1, 0, 0
108000, 41587257291897, 1, 0, 0
109007, 41588162475813, 1, 0, 0
110007, 41589200657050, 1, 0, 0
111015, 41590117727250, 1, 0, 0
112000, 41591105946541, 1, 0, 0
113027, 41592196918427, 1, 0, 0
114011, 41593180083529, 1, 0, 0
115011, 41594176901703, 1, 0, 0
116007, 41595185283933, 1, 0, 0
117019, 41596223376322, 1, 0, 0
118015, 41597084553598, 1, 0, 0
119003, 41598185633861, 1, 0, 0
120011, 41599141110561, 1, 0, 0
121000, 41600160776742, 1, 0, 0
122023, 41601052136538, 1, 0, 0
123000, 41602148736860, 1, 0, 0
124000, 41603119287814, 1, 0, 0
125011, 41604196684914, 1, 0, 0
126019, 41605231266361, 1, 0, 0
127007, 41606198007800, 1, 0, 0
128019, 41607164582387, 1, 0, 0
129007, 41608216825517, 1, 0, 0
130000, 41609170103067, 1, 0, 0
131023, 41610292930555, 1, 0, 0
132019, 41611196568856, 1, 0, 0
133011, 41612207457990, 1, 0, 0
134051, 41613174820066, 1, 0, 0
135000, 41614205606096, 1, 0, 0
136003, 41615179155627, 1, 0, 0
137015, 41616131076025, 1, 0, 0
138007, 41617268766504, 1, 0, 0
139023, 41618203551934, 1, 0, 0
140011, 41619097220737, 1, 0, 0
141019, 41620173112503, 1, 0, 0
142000, 41621192552513, 1, 0, 0
143019, 41622203128011, 1, 0, 0
144011, 41623190568993, 1, 0, 0
145019, 41624186721296, 1, 0, 0
146015, 41625204896862, 1, 0, 0
147007, 41626074507776, 1, 0, 0
148015, 41627178419432, 1, 0, 0
149000, 41628221898900, 1, 0, 0
150027, 41629168975237, 1, 0, 0
151027, 41630249825804, 1, 0, 0
152000, 41631221967280, 1, 0, 0
153000, 41632270901108, 1, 0, 0
154003, 41633146500732, 1, 0, 0
155003, 41634121870190, 1, 0, 0
156000, 41635188057383, 1, 0, 0
157015, 41636161969214, 1, 0, 0
158007, 41637228123961, 1, 0, 0
159019, 41638208921696, 1, 0, 0
160019, 41639176709237, 1, 0, 0
161023, 41640194145942, 1, 0, 0
162000, 41641188083863, 1, 0, 0
163000, 41642216065136, 1, 0, 0
164000, 41643177511644, 1, 0, 0
165019, 41644173886554, 1, 0, 0
166000, 41645157635369, 1, 0, 0
167000, 41646153219283, 1, 0, 0
168000, 41647164496640, 1, 0, 0
169000, 41648237500267, 1, 0, 0
