1000, 69231440772, 1, 0, 0
2000, 70184416204, 1, 0, 0
3000, 71123515393, 1, 0, 0
4001, 72199749708, 1, 0, 0
5010, 73168870007, 1, 0, 0
6007, 74189142107, 1, 0, 0
7001, 75292789829, 1, 0, 0
8000, 76150046342, 1, 0, 0
9027, 77203097301, 1, 0, 0
10000, 78151045393, 1, 0, 0
11023, 79148160735, 1, 0, 0
12023, 80219590997, 1, 0, 0
13031, 81128673250, 1, 0, 0
14000, 82264803266, 1, 0, 0
15000, 83137274449, 1, 0, 0
16000, 84069811720, 1, 0, 0
17000, 85173070605, 1, 0, 0
18000, 86286531255, 1, 0, 0
19031, 87197817951, 1, 0, 0
20023, 88334682822, 1, 0, 0
21011, 89262472824, 1, 0, 0
22000, 90158433446, 1, 0, 0
23007, 91181867024, 1, 0, 0
24000, 92112273823, 1, 0, 0
25003, 93179706913, 1, 0, 0
26000, 94199177541, 1, 0, 0
27000, 95249764613, 1, 0, 0
28019, 96135657760, 1, 0, 0
29015, 97198978777, 1, 0, 0
30011, 98246141900, 1, 0, 0
31000, 99240059360, 1, 0, 0
32000, 100174184020, 1, 0, 0
33019, 101219541790, 1, 0, 0
34000, 102197994816, 1, 0, 0
35019, 103258474254, 1, 0, 0
36019, 104165272145, 1, 0, 0
37000, 105192668378, 1, 0, 0
38019, 106213431920, 1, 0, 0
39011, 107239147172, 1, 0, 0
40000, 108073437162, 1, 0, 0
41003, 109119005527, 1, 0, 0
42000, 110203126994, 1, 0, 0
43000, 111152241348, 1, 0, 0
44000, 112275101284, 1, 0, 0
45019, 113114176609, 1, 0, 0
46000, 114227634185, 1, 0, 0
47000, 115146452066, 1, 0, 0
48006, 116149797556, 1, 0, 0
49015, 117104070832, 1, 0, 0
50019, 118171667566, 1, 0, 0
51023, 119180335128, 1, 0, 0
52003, 120140554650, 1, 0, 0
53007, 121210127379, 1, 0, 0
54000, 122176040019, 1, 0, 0
55011, 123193327468, 1, 0, 0
56011, 124224453994, 1, 0, 0
57011, 125223095418, 1, 0, 0
58000, 126182024294, 1, 0, 0
59031, 127263435899, 1, 0, 0
60019, 128204153074, 1, 0, 0
61003, 129068351608, 1, 0, 0
62019, 130171656916, 1, 0, 0
63011, 131152266077, 1, 0, 0
64015, 132222692361, 1, 0, 0
65000, 133176121932, 1, 0, 0
66011, 134198913317, 1, 0, 0
67019, 135194965227, 1, 0, 0
68019, 136206580632, 1, 0, 0
69019, 137219428130, 1, 0, 0
70011, 138182462177, 1, 0, 0
71000, 139187205978, 1, 0, 0
72000, 140178341699, 1, 0, 0
73019, 141144171099, 1, 0, 0
74003, 142172712686, 1, 0, 0
75011, 143189865352, 1, 0, 0
76003, 144179981211, 1, 0, 0
77047, 145168418519, 1, 0, 0
78007, 146302049723, 1, 0, 0
79007, 147161500061, 1, 0, 0
80011, 148226852322, 1, 0, 0
81000, 149188245388, 1, 0, 0
82015, 150131411026, 1, 0, 0
83000, 151154640397, 1, 0, 0
84000, 152197635741, 1, 0, 0
85007, 153257481979, 1, 0, 0
86000, 154219469117, 1, 0, 0
87000, 155239362429, 1, 0, 0
88003, 156166368413, 1, 0, 0
89027, 157268603704, 1, 0, 0
90000, 158187888226, 1, 0, 0
91019, 159237629451, 1, 0, 0
92019, 160208387322, 1, 0, 0
93003, 161183959062, 1, 0, 0
94000, 162234955728, 1, 0, 0
95018, 163161430192, 1, 0, 0
96015, 164176082261, 1, 0, 0
97000, 165151109963, 1, 0, 0
98000, 166153222738, 1, 0, 0
99014, 167151884083, 1, 0, 0
100014, 168154748480, 1, 0, 0
101011, 169190352827, 1, 0, 0
102007, 170178928112, 1, 0, 0
103002, 171200879990, 1, 0, 0
104019, 172175337573, 1, 0, 0
105023, 173165092218, 1, 0, 0
106000, 174202781179, 1, 0, 0
107000, 175216912570, 1, 0, 0
108010, 176145208052, 1, 0, 0
109015, 177175789785, 1, 0, 0
110003, 178183250481, 1, 0, 0
111015, 179109466594, 1, 0, 0
112000, 180114846294, 1, 0, 0
113000, 181281743562, 1, 0, 0
114000, 182227261192, 1, 0, 0
115000, 183228456831, 1, 0, 0
116000, 184174163204, 1, 0, 0
117000, 185150982793, 1, 0, 0
118003, 186175334143, 1, 0, 0
119023, 187185867170, 1, 0, 0
120003, 188191896634, 1, 0, 0
121007, 189193338153, 1, 0, 0
122003, 190175705360, 1, 0, 0
123006, 191254909203, 1, 0, 0
124000, 192224029000, 1, 0, 0
125000, 193189503536, 1, 0, 0
126015, 194199949038, 1, 0, 0
127000, 195200131235, 1, 0, 0
128011, 196328146908, 1, 0, 0
129007, 197158472066, 1, 0, 0
130015, 198218817055, 1, 0, 0
131019, 199173568020, 1, 0, 0
132000, 200258811005, 1, 0, 0
133011, 201170736886, 1, 0, 0
134000, 202214912628, 1, 0, 0
135015, 203133678376, 1, 0, 0
